,seriesCode,sdg,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,seriesName,bestBound,worstBound,instrumental,invert,color,2018weight,2020weight,2024weight
10,gci12_Rciip,12,0.0,0.38290337506623473,0.7447249801334692,0.7870040815,1.574008163,1.4872641986512463,1.574008163,1.574008163,1.574008163,1.574008163,1.574008163,Regulation(s) related to identifying and protecting national critical infrastructures ,1.574008163,0,1,0,#FF3A21,0.9875,1.6815,1.574008163
11,gci12_Rcop,12,0.0,0.2615734597734445,0.357417717260887,0.56906449,1.13812898,0.6228893139891625,0.0,0.7814491503804675,0.8551916256510594,0.9252375503083385,1.13812898,Regulation(s) related to Child Online Protection ,1.13812898,0,0,0,#FF3A21,0.9875,1e-14,1.13812898
12,gci21_NatCsirt,21,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,2.782972652,Fully operational National/Government CIRT/CSIRT/CERT or SOC ,2.782972652,0,1,0,#FD9D24,1.0833,1.4623,2.782972652
13,gci21_Nactivity,21,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,2.580299643,National CIRT/CSIRT/CERT or SOC activities ,2.580299643,0,1,0,#FD9D24,1.0833,1.406,2.580299643
14,gci21_Nfirst,21,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,1.787757432,National/Government CIRT/CSIRT/CERT or SOC affiliated with FIRST and/or listed by TF-CSIRT ,1.787757432,0,1,0,#FD9D24,1.0833,1.1923,1.787757432
15,gci21_NregCisrt,21,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,1.621384067,"National/Government CIRT/CSIRT/CERT or SOC affiliated with a regional CIRT (such as APCERT, PACSON, AFRICA CERT, ENSIA, OIC, OAS)? ",1.621384067,0,0,0,#FD9D24,1.0833,1.0933,1.621384067
16,gci22_Scsirt,22,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,2.721579863,Sectoral CIRTs/CSIRTs/CERTs or SOCs ,2.721579863,0,1,0,#E5243B,1.0833,2.4897,2.721579863
17,gci22_Sactivity,22,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,1.982830952,Sectoral CIRTs/CSIRTs/CERTs or SOC Activities ,1.982830952,0,1,0,#E5243B,1.0833,2.3992,1.982830952
18,gci23_FStandard,23,0.0,0.4319415951613337,1.1631555092171766,0.0,3.552280618,2.8086487855471205,3.552280618,3.4479448123529437,3.552280618,3.552280618,3.552280618,Framework for the implementation/adoption of nationally or internationally recognized cybersecurity standards ,3.552280618,0,1,0,#DDA63A,1.75,2.5359,3.552280618
19,gci23_Fciip,23,0.0,0.3613646911471733,0.9731022343039513,0.0,2.971857313,2.34973087166145,2.971857313,2.8845694097253727,2.971857313,2.971857313,2.971857313,Framework for implementation/adoption of nationally or internationally recognized cybersecurity standards address critical infrastructure ,2.971857313,0,1,0,#DDA63A,1.75,2.39,2.971857313
20,gci31_Nstrategy,31,0.0,0.1526072857232066,0.44953633764816914,0.0,1.8960686785,1.5045070863634464,1.8167324318410403,2.3449103402926994,2.806319721898035,3.295236908026709,3.792137357,National Cybersecurity Strategy (NCS) or policy ,3.792137357,0,1,0,#4C9F38,4.6,4.3208,3.792137357
21,gci31_Npriority,31,0.0,0.15825671575657907,0.6747251103333838,0.0,1.6748990635,2.022811619921413,3.349798127,2.7534352922957623,3.0682163966048392,3.3492656655726023,3.349798127,National Cybersecurity Strategy Priorities ,3.349798127,0,1,0,#4C9F38,4.6,3.1708,3.349798127
22,gci32_Acyber,32,2.001200832,1.61514654266648,1.4660724640780245,1.0164829622857143,1.0164829622857143,1.3295661136507988,2.001200832,1.4980058005530736,1.6602130249812035,1.874480372207472,2.001200832,Agency or ministry with the responsibility for cybersecurity at the national level ,2.001200832,0,1,0,#C5192D,1.575,1.687,2.001200832
23,gci32_Aciip,32,1.614447451,1.3030022659841052,1.1827383412783092,0.8200368005079366,0.8200368005079366,1.0726132973650238,1.614447451,1.208500220280257,1.3393591704734717,1.512217070106999,1.614447451,Agency or ministry with the responsibility for cybersecurity related to National Critical Infrastructure Protection? ,1.614447451,0,1,0,#C5192D,1.575,1.2613,1.614447451
24,gci32_Acapacity,32,1.269344433,1.0244735259111621,0.9299171232050867,0.6447463786666668,0.6447463786666668,0.8433323221142928,1.269344433,0.9501721631968394,1.0530588070760132,1.1889667379655293,1.269344433,"Agency, ministry, task force, or other body with the responsibility for overseeing national cybersecurity capacity development ",1.269344433,0,1,0,#C5192D,1.575,1.7827,1.269344433
25,gci32_Acop,32,1.263394381,1.0196713062941853,0.925558136714244,0.6417241300317461,0.6417241300317461,0.8393792018759996,1.263394381,0.9457182312180521,1.0481225939511205,1.1833934564201627,1.263394381,"Coordination of Child Online Protection initiatives and activities within the responsibility of any agency, ministry, task force, or other body? ",1.263394381,0,0,0,#C5192D,1.575,1.4415,1.263394381
26,gci33_Maudit,33,0.0,0.16030952753862948,0.43169009936536895,0.0,1.318382934,1.042393612624437,1.318382934,1.279660051342944,1.318382934,1.318382934,1.318382934,Cybersecurity audits performed at a national level ,1.318382934,0,1,0,#26BDE2,1.5,1.462,1.318382934
27,gci33_Mrisk,33,0.0,0.1300751238122757,0.35027327437273925,0.0,1.069735692,0.8457980028288148,1.069735692,1.0383159514822182,1.069735692,1.069735692,1.069735692,Metrics/tools for assessing cybersecurity risks at a national level ,1.069735692,0,1,0,#26BDE2,1.5,1.3582,1.069735692
28,gci33_Mmaturity,33,0.0,0.12617824507833575,0.33977955017326167,0.0,1.037687825,0.8204590129098506,1.037687825,1.0072093783674063,1.037687825,1.037687825,1.037687825,"Measures for assessing the level of cybersecurity development at a national level using tools such as the Cybersecurity Capacity Maturity Model, Cyber Readiness, or any other relevant assessment tools ",1.037687825,0,1,0,#26BDE2,1.5,1.4787,1.037687825
29,gci34_Copstrategy,34,0.0,-0.04235629929917195,0.11782113446679432,0.0,0.0,0.6516520387676792,1.562486993,1.0520420690018,1.265614089788869,1.4881157487789096,1.562486993,"National strategy addressing Child Online Protection, with associated current Child Online Protection initiatives ",1.562486993,0,0,0,#FCC30B,1.35,2.0372,1.562486993
30,gci34_Copreporting,34,0.0,-0.04666371955863724,0.1298029447261797,0.0,0.0,0.717921737483266,1.721383975,1.1590293978260888,1.3943206071198802,1.6394495534186717,1.721383975,Government reporting mechanisms and capabilities at the national level deployed to help protect children online ,1.721383975,0,0,0,#FCC30B,1.35,4.1111,1.721383975
31,gci41_AWmsme,41,0.474798751,0.47479875099999996,0.47479875099999996,0.474798751,0.474798751,0.47479875099999996,0.474798751,0.47479875099999996,0.47479875099999996,0.47479875099999996,0.474798751,Public awareness campaigns specifically targeting MSMEs ,0.474798751,0,1,0,#FD6925,0.4,0.3129,0.474798751
32,gci41_AWprivate,41,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,0.423730281,Public awareness campaigns specifically targeting the private sector in general ,0.423730281,0,1,0,#FD6925,0.4,0.3129,0.423730281
33,gci41_AWpublic,41,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,0.565893861,"Public awareness campaigns specifically targeting public sector agencies at local, municipal, and national levels, and public sector workers ",0.565893861,0,1,0,#FD6925,0.4,0.3129,0.565893861
34,gci41_AWsociety,41,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,0.518966077,Public awareness campaigns specifically targeting civil society ,0.518966077,0,1,0,#FD6925,0.4,0.7405,0.518966077
35,gci41_AWgeneral,41,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,0.790871176,Public awareness campaigns targeting the population in general ,0.790871176,0,1,0,#FD6925,0.4,0.7748,0.790871176
36,gci41_AWelderly,41,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,0.336775858,Public awareness campaigns specifically targeting older persons (elderly) ,0.336775858,0,1,0,#FD6925,0.4,0.4448,0.336775858
37,gci41_AWdisability,41,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,0.287087617,Public awareness campaigns specifically targeting persons with specific needs including persons with disabilities ,0.287087617,0,1,0,#FD6925,0.4,0.5174,0.287087617
38,gci41_AWcop,41,0.405787305,0.40578730499999993,0.40578730499999993,0.405787305,0.405787305,0.40578730499999993,0.405787305,0.40578730499999993,0.40578730499999993,0.40578730499999993,0.405787305,"Public awareness campaigns specifically targeting parents, educators, and children as part of Child Online Protection (COP) efforts ",0.405787305,0,1,0,#FD6925,0.4,0.3622,0.405787305
39,gci41_AWchildren,41,0.474798751,0.47479875099999996,0.47479875099999996,0.474798751,0.474798751,0.47479875099999996,0.474798751,0.47479875099999996,0.47479875099999996,0.47479875099999996,0.474798751,Public awareness campaigns specifically targeting children as part of Child Online Protection (COP) efforts ,0.474798751,0,1,0,#FD6925,0.4,0.3622,0.474798751
40,gci42_Tprofessional,42,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,1.384380437,Develop or support cybersecurity training courses for cybersecurity professionals ,1.384380437,0,1,0,#BF8B2E,1.6,1.0334,1.384380437
41,gci42_Tacreditation,42,1.1208,1.1208,1.1208,1.1208,1.1208,1.1208,1.1208,1.1208,1.1208,1.1208,1.1208,Domestically or internationally recognized accreditation programs for cybersecurity professionals ,1.1208,0,1,0,#BF8B2E,2.7,0.9074,1.1208
42,gci42_Tsector,42,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,1.110303434,National sector-specific cybersecurity educational programs/trainings for professionals ,1.110303434,0,1,0,#BF8B2E,1.6,0.8821,1.110303434
43,gci43_Cprimary,43,0.0,0.10034944411017932,0.1968281600343289,0.0,0.891271592,0.4672613263223866,0.294104383529974,0.6316824197710957,0.7091231014205732,0.7833796241957316,0.891271592,Develop or support any cybersecurity educational programs included as part of academic curricula in primary education ,0.891271592,0,1,0,#3F7E44,1.0667,0.8783,0.891271592
44,gci43_Csecondary,43,0.0,0.11498394674072188,0.22553473762081921,0.0,1.021248699,0.5354097780191296,0.3370101369313013,0.7238088429899108,0.8125421313593506,0.8976263878598729,1.021248699,Develop or support any cybersecurity educational programs included as part of academic curricula in secondary education ,1.021248699,0,1,0,#3F7E44,1.0667,0.9052,1.021248699
45,gci43_Chigher,43,0.0,0.23405920342338504,0.6302871846564813,0.0,1.924899063,1.5219420977446134,1.924899063,1.868361892629764,1.924899063,1.924899063,1.924899063,Develop or support any cybersecurity educational programs included as part of academic curricula in higher education ,1.924899063,0,1,0,#3F7E44,1.0667,1.2339,1.924899063
46,gci44_Rndprivate,44,0.0,0.16943655541763292,0.32954676406734507,0.3482463351422947,0.696519459,0.6581299743047566,0.696519459,0.696519459,0.696519459,0.696519459,0.696519459,Private sector actors carry out cybersecurity-related R&D activities ,0.696519459,0,1,0,#0A97D9,0.8667,0.9296,0.696519459
47,gci44_Rndpublic,44,0.0,0.18016315902059432,0.35040954364740173,0.3702929376790837,0.74061436,0.6997945332695963,0.74061436,0.74061436,0.74061436,0.74061436,0.74061436,National public sector actors carry out cybersecurity-related R&D activities ,0.74061436,0,1,0,#0A97D9,0.8667,0.9091,0.74061436
48,gci44_RndAcademic,44,0.0,0.17403367131191771,0.3384879554323561,0.3576948792294845,0.715417274,0.6759862141225312,0.715417274,0.715417274,0.715417274,0.715417274,0.715417274,Academic institutions carry out cybersecurity-related R&D activities ,0.715417274,0,1,0,#0A97D9,0.8667,1.1032,0.715417274
49,gci44_Evalscheme,44,0.0,-0.025833623909420567,-0.05332322226604447,0.0,0.0,0.012400638708641054,0.0,0.1799553661585378,0.3009278579520469,0.44672976046422264,0.637126327,"Programs/initiatives conducted for evaluating the cybersecurity of ICT products, such as labelling or certification schemes ",0.637126327,0,1,0,#0A97D9,1e-14,1e-14,0.637126327
50,gci45_Dindustry,45,0.0,0.07519251170742791,0.3082126731005701,0.0,0.777213012,0.9116447810629325,1.489658273,1.2340834215719951,1.3713001769920083,1.489658273,1.489658273,Domestic cybersecurity industry,1.489658273,0,1,0,#56C02B,1.15,1.805,1.489658273
51,gci45_Dassociation,45,0.0,0.07252408286512946,0.2972748341217084,0.0,0.7496313078260869,0.8792923676573992,1.43679334,1.190288318632156,1.3226355313454405,1.43679334,1.43679334,Organizations or associations which promote the development of your country’s cybersecurity industry ,1.43679334,0,1,0,#56C02B,1.15,1.805,1.43679334
52,gci46_Icapacitydev,46,0.0,0.22371663483136217,0.4351159516372718,0.459818106,0.919636212,0.8689548415568424,0.919636212,0.919636212,0.919636212,0.919636212,0.919636212,Government incentive mechanisms in place to encourage capacity development in the field of cybersecurity ,0.919636212,0,1,0,#1BA1E2,0.8,1.7584,0.919636212
53,gci46_Iindustry,46,0.0,0.2068928235457861,0.4023946090201207,0.425239126,0.850478252,0.8036081931932131,0.850478252,0.850478252,0.850478252,0.850478252,0.850478252,Government incentive mechanisms in place for the development or further development of the cybersecurity industry ,0.850478252,0,1,0,#1BA1E2,0.8,0.8544,0.850478252
54,gci46_Irnd,46,0.0,0.19026929546816973,0.3700628056903952,0.3910718,0.7821436,0.739039480118663,0.7821436,0.7821436,0.7821436,0.7821436,0.7821436,Government incentive mechanisms within your country to encourage cybersecurity-related R&D activities ,0.7821436,0,1,0,#1BA1E2,0.8,0.8544,0.7821436
55,gci51_Bcountry,51,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,2.257666896,Bilateral cybersecurity agreement(s) with other countries ,2.257666896,0,1,0,#A4C400,3.8,2.923,2.257666896
56,gci51_Bregintl,51,0.0,0.31460785897434107,0.6438526620149787,0.9348458598324214,0.922037313,1.4019250373530667,1.844074626,1.7155405865014473,1.8147042488672014,1.844074626,1.844074626,Cybersecurity agreement(s) with international and regional organizations ,1.844074626,0,1,0,#A4C400,3.8,4.2593,1.844074626
57,gci52_Minfosharing,52,1.932487397,1.9324873969999998,1.9324873969999998,1.932487397,1.932487397,1.9324873969999998,1.932487397,1.9324873969999998,1.9324873969999998,1.9324873969999998,1.932487397,Part of a multilateral cybersecurity agreement that includes cybersecurity information sharing ,1.932487397,0,1,0,#F472D0,1.8,2.2702,1.932487397
58,gci52_Mcapacitydev,52,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,2.062318592,Part of a multilateral cybersecurity agreement that includes capacity development sharing ,2.062318592,0,1,0,#F472D0,1.8,1.9891,2.062318592
59,gci53_Mlat,53,0.0,-0.08220270481069747,0.22866057934697892,0.0,0.0,1.2646893394285144,3.03238619,2.0417436149091372,2.456232087011813,2.888050694782578,3.03238619,Participate in Mutual Legal Assistance Treaties (MLATs) on cybersecurity either through bilateral or multilateral agreement(s) with other countries or regional or intergovernmental organizations,3.03238619,0,0,0,#FA6800,3.4,1.1881,3.03238619
60,gci54_PPPdomestic,54,0.0,-0.09260526224352361,0.25759703362018627,0.0,0.0,1.4247327773573488,3.416127474,2.300121429370847,2.7670624350557773,3.253526664013407,3.416127474,Participate in PPPs on cybersecurity with domestic companies ,3.416127474,0,1,0,#6D8764,1.7,2.0673,3.416127474
61,gci54_PPPforeign,54,0.0,-0.0624753204647277,0.17378555857794709,0.0,0.0,0.9611833570215822,2.304660162,1.551756562477749,1.8667741787703562,2.194962964826118,2.304660162,Participate in PPPs on cybersecurity with foreign companies in your country ,2.304660162,0,1,0,#6D8764,1.7,1.7105,2.304660162
62,gci55_Coordination,55,1.577299114,1.91836401270848,2.1558625377656426,3.154598228,1.577299114,2.721659339724283,3.154598228,2.976364724981977,3.0668966212870146,3.1328488526996807,3.154598228,Specific inter-agency coordination processes on cybersecurity among different national governmental bodies ,3.154598228,0,1,0,#76608A,2.6,3.7778,3.154598228
